Text,Environmental Negative,Environmental Neutral,Environmental Positive,Governance Negative,Governance Neutral,Governance Positive,Social Negative,Social Neutral,Social Positive,__index_level_0__
"Additionally, Chevron faces scrutiny for financing United States politicians with failing civil rights grades issued by the NAACP.",0,0,0,1,0,0,1,0,0,633
"At its Investor Day on March 9, 2021, Chevron outlined the steps it is taking, and the challenges it faces, in working toward a net-zero future.",0,0,1,0,0,1,0,0,0,358
And Chevron’s ALEC membership has drawn scrutiny.,0,0,0,1,0,0,0,0,0,415
"Your Board does recognize the importance of independent oversight of the CEO and management, and it has instituted structures and practices to enhance such oversight",0,0,0,0,0,1,0,0,0,294
"Its operations may have discriminatory impact, with disparate harm on communities of color and fenceline communities.",0,0,0,0,0,0,1,0,0,184
"A fixed policy requiring a separation of the roles of Chairman and CEO is also unwarranted because of Chevron’s many other strong corporate governance practices, including the following: the annual election of all Directors; a majority vote requirement in uncontested elections of Directors; an overwhelming majority of independent Directors; proxy access; independent Director access to employees; and publicly available Corporate Governance Guidelines.",0,0,0,0,0,1,0,0,0,479
"Chevron’s analysis includes scenarios forecasting emissions pathways that keep global warming to well below 2o C above pre-industrial levels, as well as scenarios forecasting net-zero emissions by 2050.",0,0,1,0,0,0,0,0,0,363
"The Board also has access to Chevron’s internal subject-matter experts and regularly receives briefings on such climate change–related issues as policies and regulations, technology, and adaptation.",0,0,0,0,0,1,0,0,0,78
"Given the time and cost associated with special meetings, your Board believes that these are appropriate and reasonable limitations.",0,0,0,0,0,1,0,0,0,253
That report discusses how our portfolio would fare from a financial viability perspective and also the changes we would need to make under the NZE 2050 assumptions.,0,0,0,0,0,1,0,0,0,567
The Public Policy and Sustainability Committee of the Board of Directors annually reviews Chevron’s lobbying activities and budget to assess the value of these activities and ensure alignment with Chevron’s positions and interests.,0,0,0,0,0,1,0,0,0,439
We commend Chevron for now disclosing its largest trade associations.,0,0,0,0,0,1,0,0,0,408
"Your Board believes that Chevron operates in a responsible and sustainable manner, furthering the interests of many stakeholders, which directly contributes to the long-term health and growth of our business. Converting to a public benefit corporation is unnecessary and not an appropriate way to ensure the Company meets its social and environmental responsibilities.",0,0,0,1,0,0,0,0,1,394
"Chevron Phillips Chemical strives to conduct business in a safe, secure, injury-free, and environmentally responsible manner, described in its Operation Excellence (“OE”) Policy, which is on the Chevron Phillips Chemical website.",0,0,1,0,0,1,0,0,1,168
Compliance with this policy can be waived if no independent director is available and willing to serve as Chair.,0,0,0,0,1,0,0,0,0,452
"When the CEO is elected Chairman, the independent Directors annually elect a Lead Director from among themselves.",0,0,0,0,0,1,0,0,0,474
"Successfully achieving these emissions intensity reduction metrics is linked to most Chevron employees’ variable compensation, as reflected in the Chevron Incentive Plan (CIP) scorecard.",0,0,1,0,0,1,0,0,1,329
"The ESHIA process is guided by four key environmental principles: include the environment in decision making, reduce the environmental footprint, operate responsibly, and steward the Company’s sites.",0,0,1,0,0,1,0,0,0,212
"Whereas, at least a quarter of today’s global warming is caused by methane emissions from human sources.",1,0,0,0,0,0,0,0,0,576
"Chevron spent $84,560,000 on federal lobbying from 2010 – 2018.",0,0,0,0,1,0,0,0,0,404
"Therefore, your Board recommends that you vote against this proposal.",0,0,0,1,0,0,0,0,0,681
"We believe that the Company’s portfolio is resilient, and that its governance structure, risk management, strategy, actions, and asset mix enable it to be flexible in response to potential changes in supply and demand, even in lower carbon scenarios.",0,0,0,0,0,1,0,0,0,368
Civil society groups have mobilized to oppose the expansion of petrochemical facilities in their communities due to concerns regarding direct health and livelihood impacts from air and water pollutant releases.,1,0,0,0,0,0,1,0,0,152
"Moreover, our employees, retirees, and contractors apply their skills, and contribute their resources, in volunteer activities that help improve education, provide basic needs, foster new business opportunities, and ultimately strengthen the communities in which we operate.",0,0,0,0,0,0,0,0,1,385
"In a separate action, in 2018, an international tribunal administered by the Permanent Court of Arbitration in The Hague issued a unanimous award in favor of Chevron, finding that the Ecuadorian judgment was procured through fraud, bribery, and corruption, and that it was based exclusively on environmental claims settled and released by the Republic of Ecuador years earlier.",0,0,0,0,0,1,0,0,0,485
The Board oversees the Company’s risk management policies and practices to ensure that the Company employs appropriate risk management systems.,0,0,0,0,0,1,0,0,0,73
"Chevron has robust corporate governance practices to protect stockholder interests, including a declassified board; proxy access; no supermajority voting provisions in its By-Laws and Certificate of Incorporation; and a strong independent board structure.",0,0,0,0,0,1,0,0,0,258
"In August 2017, a military crackdown caused an estimated more than 700,000 Rohingya to flee to neighboring Bangladesh where they remain to this day.",0,0,0,0,0,0,1,0,0,603
This disclosure goes beyond what is required by law.,0,0,0,0,0,1,0,0,0,431
"Within the OEMS, the Stakeholder Engagement and Issues Management (“SEIM”) process guides how Chevron manages social, political and reputational risks and opportunities related to communities, governments and other external stakeholders across the lifecycle of an asset.",0,0,0,0,0,1,0,0,1,209
A formal board committee charter clarifies a fiduciary duty of care on climate change matters.,0,0,1,0,0,1,0,0,0,57
"In 2014, a federal court in New York found that the Ecuadorian judgment had been procured through fraud, bribery, and corruption, and was unenforceable in the United States.",0,0,0,1,0,0,0,0,0,517
Nothing in this resolution shall limit the Company’s powers to set and vary their strategy or take any action which they believe in good faith would best contribute to reducing GHG emissions.,0,0,0,0,1,0,0,0,0,321
We consider the likelihood of the IEA’s NZE 2050 scenario to be remote and do not rely on the NZE 2050 scenario for our business planning.,0,0,0,0,1,0,0,0,0,574
Experiences and lessons from events like Hurricane Harvey are built into the design and operating procedures for existing and new facilities.,0,0,1,0,0,1,0,0,1,172
"Chevron is incorporated in Delaware, which requires that major corporate actions, such as a merger or a sale of all or substantially all of Chevron’s assets, be approved by stockholders.",0,0,0,0,0,1,0,0,0,675
"Your Board believes, and several prominent courts and international tribunals have now confirmed, that the Ecuador litigation is the product of fraud, bribery, and corruption.",0,0,0,1,0,0,0,0,0,516
Chevron is taking actions that support a global approach to achieving the goals of the Paris Agreement as efficiently and cost-effectively as possible for society.,0,0,1,0,0,1,0,0,0,325
"On January 21, 2022, Chevron released a statement announcing our intention to exit Myanmar.",0,0,0,0,0,1,0,0,0,611
"In Nigeria, the creation of a global memorandum of understanding has enabled communities to oversee the use of community funding provided by Chevron and its partners and to implement and manage community projects.",0,0,0,0,0,0,0,0,1,218
Your Board encourages you to review the reports and other materials described above.,0,0,0,0,0,1,0,0,0,46
That is why Chevron provides extensive disclosure of these activities.,0,0,0,0,0,1,0,0,0,25
"The environmental management expectation of the OEMS calls for Chevron’s organizations to protect the environment using a risk-based approach that addresses potential acute and cumulative impacts; apply environmental design standards and the mitigation hierarchy to guide selection of safeguards, including those that manage wastes and wastewater and conserve and protect water and natural resources; and conduct monitoring, analyze performance, and identify and address gaps.",0,0,1,0,1,0,0,0,0,161
Your Board encourages you to review the extensive disclosures on our lobbying and political activities found on Chevron’s website.,0,0,0,0,0,1,0,0,0,139
"Therefore, your Board recommends that you vote against this proposal.",0,0,0,1,0,0,0,0,0,652
Companies have an important and constructive role to play in enabling policy-makers to close these gaps.,0,0,1,0,0,0,0,0,1,98
Chevron also prioritizes the most cost efficient and effective emissions reductions - an approach that is good for stockholders and good for society.,0,0,1,0,0,1,0,0,1,337
National Grid: noted estimates inconsistent with 2050 “net zero” commitments.,1,0,0,0,1,0,0,0,0,351
Your Board believes that Chevron’s actions and reporting are appropriate and demonstrate that Chevron manages the physical risks associated with climate change arising from its own operations and from its investment in the Chevron Phillips Chemical joint venture.,0,0,1,0,0,1,0,0,0,178
"As evidence of the severe impacts from climate change mounts, policy makers, companies, and financial bodies are increasingly focused on the economic impacts from driving greenhouse gas (GHG) emissions to well-below 2 degrees Celsius below pre-industrial levels (including 1.5° C ambitions), as outlined in the Paris Agreement.",1,0,0,0,0,1,0,0,0,344
"Moreover, it would not benefit the global effort to combat climate change if we were to sell such assets to another company, who would still operate the assets, but perhaps to a less carbon-efficient standard.",0,0,1,0,0,0,0,0,0,542
"Like most environmental justice communities burdened with the cumulative impacts of pollution, 15% of residents in Richmond are living in poverty and 80% are people of color.",1,0,0,0,0,0,1,0,0,189
"The tribunal concluded that as a matter of international law, the judgment “should not be recognised or enforced by the courts of other States.”",0,0,0,0,0,1,0,0,0,266
"For example, Chevron supports the Paris climate agreement, yet a 2019 InfluenceMap report found Chevron has spent millions lobbying to undermine it.",1,0,0,1,0,0,0,0,0,414
The proponent implies that special meetings are an appropriate vehicle for pressuring the Company to succumb to the demands in the Ecuador litigation and pay a judgment secured through fraud and corruption.,0,0,0,1,0,0,0,0,0,260
Your Board is holding Chevron accountable by endorsing PCI reduction targets.,0,0,0,0,0,1,0,0,0,547
"Backing from investors that insist on reductions of all emissions continues to gain momentum; in 2020, an unprecedented number of shareholders voted for climate resolutions.",0,0,1,0,0,1,0,0,0,319
"Moreover, the issues raised in support of this proposal already are consistently discussed at Chevron’s Annual Meetings.",0,0,0,0,1,0,0,0,0,254
"The case reached its conclusion in 2018 when Ecuador’s Constitutional Court, in an 8-0 decision, confirmed a $9.5 billion judgment against Chevron.",0,0,0,1,0,0,0,0,0,498
Chevron strives to empower people to improve their lives and meet their full potential.,0,0,0,0,0,0,0,0,1,640
"As well, investors are concerned that Chevron has not adequately addressed climate change – a massive risk that is already manifest and set to intensify over time via regulation, energy price swings, and growing uncertainty around the value of fossil fuel reserves.",1,0,0,1,0,0,0,0,0,279
Six of our non-employee Directors bring specific environmental skills and qualifications to the Board.,0,0,1,0,0,0,0,0,0,91
"Each Committee includes only independent Directors and is chaired by an independent Director who determines the frequency, length and agenda of the meetings, and who has access to management, information, and independent advisors, as needed.",0,0,0,0,0,1,0,0,0,81
Your Board recommends a vote AGAINST this proposal because stockholders have consistently supported Chevron’s current By-Law regarding special meetings.,0,0,0,1,0,0,0,0,0,243
"At management’s discretion, we recommend that the report: Provide a narrative explanation of the difference between the Company’s estimated methane emissions and the Company’s, own direct measurements, or any third party measurements, by site or region,",0,0,1,0,0,1,0,0,0,591
Chevron’s By-Laws currently contain two important limitations.,0,0,0,0,1,0,0,0,0,251
"As required by Chevron’s By-Laws, the independent members of your Board elect the Board Chairman annually after reviewing whether to elect the CEO or another Director to serve as Chairman.",0,0,0,0,0,1,0,0,0,468
"The State of Delaware has adopted and recently amended a law allowing our Company to become a Public Benefit Corporation (PBC) by amending our Company’s Certificate of Incorporation to establish a public purpose, such as promoting a sustainable global economy, consistent with our CEO’s statement to commit our company to all stakeholders; and",0,0,0,0,0,1,0,0,0,379
"Chevron also recently increased its commitment to invest in low-carbon technologies that address Scope 3 emissions, such as carbon capture utilization and storage and lower carbon energies by committing $300 million to the Future Energy Fund II.",0,0,1,0,0,1,0,0,0,340
Chevron has built successful partnerships with communities around the world.,0,0,0,0,0,0,0,0,1,217
Chevron’s political activities are subject to thorough review and oversight.,0,0,0,0,0,1,0,0,0,40
"In Europe, support for these climate resolutions continued to build.",0,0,1,0,0,0,0,0,0,534
"Chevron strives to maintain positive, constructive relationships with policymakers and their staffs to help inform them about the impacts of potential legislation or rule changes.",0,0,0,0,0,1,0,0,0,421
A bipartisan group of senators have urged the U.S. administration to place sanctions on MOGE.,0,0,0,1,0,0,0,0,0,601
Chevron mishandled risk related to an ongoing legal effort by communities in Ecuador to enforce a $9.5 billion for oil pollution.,1,0,0,0,0,0,0,0,0,273
"Energy production, development, and consumption is a critical public policy issue.",0,1,0,0,0,0,0,0,0,15
We believe management has mishandled a variety of issues in ways that significantly increase both risk and costs to shareholders.,0,0,0,1,0,0,0,0,0,495
"For example, to protect facilities against possible storm surges, Chevron spent $120 million on raising a dike at its Pascagoula, Mississippi, refinery and $16 million to construct a seawall at its Port Arthur, Texas, lubricants plant.",0,0,1,0,0,0,0,0,0,164
"Whereas, we believe in full disclosure of Chevron’s lobbying activities and expenditures to assess whether its lobbying is consistent with Chevron’s expressed goals and in stockholders’ best interests.",0,0,0,0,0,1,0,0,0,395
"This ongoing work has been recognized by the World Economic Forum, which states, “[The initiative] has established Chevron as an industry leader in social performance in Nigeria and has been adopted by other companies in the country.”",0,0,0,0,0,0,0,0,1,219
"The SEIM process includes soliciting input from communities and other stakeholders while systematically assessing risks and safeguards, including social impact mitigations, social investments, grievance mechanisms, and emergency response plans.",0,0,0,0,0,1,0,0,1,210
The associations on this list represent 96 percent of the Company’s annual trade association expenditures.,0,0,0,0,0,1,0,0,0,115
The proposal would permit a special meeting without appropriate and reasonable limitations.,0,0,0,1,0,0,0,0,0,510
"In addition, Chevron exercises its right to participate in the political process by making contributions to candidates and entities supportive of the energy industry, a reasonable regulatory environment, and a healthy market-based business environment.",0,0,0,0,0,1,0,0,0,20
"Your Board recommends a vote AGAINST this proposal because Chevron Phillips Chemical Company LLC, the joint venture through which Chevron invests in petrochemical operations, has in place processes and standards to assess and manage significant health, environmental, and safety risks.",0,0,1,0,0,1,0,0,1,160
"The OEMS is a framework for systematically managing workforce safety and health; process safety, reliability and integrity; environmental protection; efficiency; security; and stakeholder engagement.",0,0,1,0,0,1,0,0,1,208
"Through 2028, Chevron plans to spend approximately $2 billion in carbon reduction projects.",0,0,1,0,0,1,0,0,0,338
"Chevron has published a climate risk scenario report and attempted to reduce capital spending; however, investor concerns remain because: Of Chevron’s December 2019 announcement of a $10 billion+ write-down on the value of its assets.",1,0,0,1,0,0,0,0,0,461
"RESOLVED: Shareowners request that the Board of Chevron Corporation (“Chevron” or “Company”) take the steps necessary to amend Company bylaws and appropriate governing documents to give holders of 10% of outstanding common stock the power to call a special shareowners meeting. To the fullest extent permitted by law, such bylaw text in regard to calling a special meeting shall not contain exceptions or excluding conditions that apply only to shareowners but not to management or the Board.",0,0,0,0,1,0,0,0,0,226
"Chevron also finances the Richmond police, which has been linked to police brutality.",0,0,0,1,0,0,1,0,0,631
"Shareholders request the Company to set and publish medium- and long-term targets to reduce the greenhouse gas (GHG) emissions of the Company’s operations and energy products (Scope 1, 2, and 3) consistent with the goal of the Paris Climate Agreement: to limit global warming to well below 2°C above pre-industrial levels and to pursue efforts to limit the temperature increase to 1.5°C.",0,0,1,0,0,1,0,0,0,524
"The SDS outlines one potential path to 2040 that achieves the objectives of recent clean energy policies, including the Paris Agreement, keeping global average temperatures well below 2o C above pre-industrial levels and putting the world on track to achieve net-zero emissions by 2070.",0,0,1,0,0,0,0,0,0,365
"Chevron and your Board share the proponent’s concern for human rights, and we condemn the violence and human rights abuses occurring in Myanmar.",0,0,0,0,0,0,1,0,0,610
"Chevron is incorporated in Delaware, which requires that major corporate actions, such as a merger or a sale of all or substantially all of Chevron’s assets, be approved by stockholders.",0,0,0,0,0,1,0,0,0,513
Both the BRT and NAM are lobbying against shareholder rights to file resolutions.,0,0,0,1,0,0,0,0,0,410
"investor groups, representing assets worth over $103 trillion, have also called on companies and auditors to fully reflect climate risks to companies’ financial results and position.",0,0,0,0,0,1,0,0,0,553
4. Description of management’s and the Board’s decision-making process and oversight for making payments described in sections 2 and 3 above.,0,0,0,0,1,0,0,0,0,5
"According to the most recent annual “Emissions Gap Report” issued by the United Nations Environment Programme (November 26, 2019), critical gaps remain between the commitments national governments have made and the actions required to prevent the worst effects of climate change.",1,0,0,0,0,0,0,0,0,97
"The U.S. Second Circuit Court of Appeals unanimously affirmed that finding, and the U.S. Supreme Court denied review, rendering the federal court’s ruling final.",0,0,0,0,1,0,0,0,0,484
Chevron has acknowledged the serious risk enforcement of the $9.5 billion judgment represents.,0,0,0,0,1,0,0,0,0,502
"Chevron has established Scope 1 and Scope 2 metrics for Upstream oil, gas, flaring and methane and believes that the most appropriate approach for measuring the emissions performance of an Upstream asset is greenhouse gas (“GHG”) intensity by commodity on an equity basis.",0,1,0,0,0,1,0,0,0,326
"Shareholders request that the Board of Directors conduct an evaluation and issue a report within the next year (at reasonable cost, omitting proprietary information) describing if, and how, Chevron’s lobbying activities (direct and through trade associations) align with the goal of limiting average global warming to well below 2 degrees Celsius (the Paris Climate Agreement’s goal). The report should also address the risks presented by any misaligned lobbying and the company’s plans, if any, to mitigate these risks.",0,0,1,0,0,1,0,0,0,96
We do not report audited outcomes on these scenarios.,0,0,0,0,1,0,0,0,0,571
"However, the Environmental Protection Agency (EPA) formula used to estimate methane emissions is not a good foundation for a corporate mitigation strategy, failing to capture many major leaks, wasting valuable product (worth $2 billion per year) and substantially underestimating emissions.",1,0,0,1,0,0,0,0,0,579
The Board oversees Chevron’s risk management policies and practices to assess whether the appropriate systems are employed.,0,0,0,0,0,1,0,0,0,392
4. Description of management’s and the Board’s decision-making process and oversight for making payments described in sections 2 and 3 above.,0,0,0,0,1,0,0,0,0,400
A link to the federal lobbying contributions search website.,0,0,0,0,0,1,0,0,0,35
"Chevron set Upstream equity net GHG intensity reduction goals for 2028 for Scope 1 and Scope 2 emissions of 24 kg of carbon dioxide equivalent (“CO2e”) per barrels of oil-equivalent (“boe”) for oil or gas production carbon intensity, zero routine flaring by 2030, 3 kg CO2e/boe for flaring intensity, and 2 kg CO2e/boe for methane intensity, along with a methane detection plan.1 Successfully achieving these metrics is linked to most Chevron employees’ variable compensation.",0,0,1,0,0,1,0,0,0,389
"Chevron uses carbon prices and derived carbon costs in business planning, investment decisions, impairment reviews, reserves calculations, and assessment of carbon reduction opportunities.",0,0,1,0,0,1,0,0,0,367
"In 2018, Ecuador’s Constitutional Court unanimously confirmed a $9.5 billion judgment against Chevron.",0,0,0,0,0,0,1,0,0,456
We also take the extra step to review any contributions and lobbying through the lens of current and past events.,0,0,0,0,0,1,0,0,0,443
The most pressing of these issues is the ongoing legal effort by communities in Ecuador to enforce a $9.5 billion judgment against Chevron for oil pollution.,1,0,0,0,0,0,0,0,0,230
"Our Company’s Chairman and Chief Executive Officer, in 2019, signed a “Statement on the Purpose of a Corporation,” committing our Company to all stakeholders, including “protect[ing] the environment by embracing sustainability practices across our businesses.”",0,0,1,0,0,1,0,0,0,372
"Thus, we urge Chevron to expand its lobbying disclosure.",0,0,0,0,0,1,0,0,0,419
"When Chevron acquired Texaco in 2001, it inherited significant legal, financial, and reputational liabilities that stemmed from pollution of the water and lands of communities in the Ecuadorian Amazon.",1,0,0,0,0,0,1,0,0,455
The PPC makes recommendations for anticipating and responding to these trends so that the Company can achieve its business goals.,0,1,0,0,0,1,0,1,0,84
This commitment is reflected throughout our business and in how we conduct ourselves around the world.,0,0,0,0,0,0,0,0,1,641
"Resolved, shareholders request that the Board oversee the preparation of a report analyzing a critical climate change concern, the reliability of Chevron’s methane emission disclosures.",0,0,1,0,0,1,0,0,0,587
"Yet, inconsistent with our Company’s “embrace” of sustainability, Chevron has declined to develop business goals consistent with limiting global temperature rise to 1.5 degrees and, unlike peers, has not set “net zero emissions” goals for 2050.",1,0,0,0,0,0,0,0,0,373
"As shareholders, we understand this support to be part of our fiduciary duty to protect all assets in the global economy from devastating climate change.",0,0,1,0,0,1,0,0,0,314
"We believe that inadequate board oversight has led to management mishandling of a number of issues, which has increased both risk and cost to stockholders.",0,0,0,1,0,0,0,0,0,453
Coordinating with audit and compensation committees to ensure integrated attention to climate risk;,0,0,1,0,0,1,0,0,0,55
"This focus has led many Chevron peers (including BP, Eni, Equinor, Repsol, Royal Dutch Shell, and Total) to commit to major GHG reductions, including setting “net zero emission” goals by 2050.2,3",0,0,1,0,0,1,0,0,0,345
We have heard our stockholders’ requests for relevant and comparable data to allow them to evaluate how we are performing on GHG management compared to others in our industry.,0,0,0,0,0,1,0,0,0,543
"RESOLVED: Shareholders request the Board of Directors to adopt as policy, and amend the bylaws as necessary, to require that whenever possible the Chair of the Board, of Directors be an independent member of the Board. This policy would phase in for the next CEO transition.",0,0,0,0,0,1,0,0,0,270
"Thus, we urge the Board and management to assess the company’s climate related lobbying and report to shareholders.",0,0,0,0,0,1,0,0,0,109
Chevron supports a well-designed price on carbon as the primary policy tool to achieve GHG emissions reduction goals.,0,0,1,0,0,0,0,0,0,125
3. Chevron’s membership in and payments to any tax-exempt organization that writes and endorses model legislation.,0,0,0,0,1,0,0,0,0,399
"Chevron has robust corporate governance practices to protect stockholder interests, including a declassified Board; proxy access; no supermajority voting provisions in its By-Laws and Certificate of Incorporation, and a strong independent Board structure.",0,0,0,0,0,1,0,0,0,677
This indicates that oil majors and large investors have an individual legal responsibility to combat dangerous climate change by reducing emissions and confirms the risk of liability.,0,0,1,0,0,1,0,0,0,536
Chevron has established equity-basis greenhouse gas (“GHG”) emissions reduction metrics to achieve goals related to activities over which it has financial or operational influence.,0,0,1,0,0,1,0,0,0,387
Chevron’s reply was not responsive to this request.,0,0,0,1,0,0,0,0,0,108
Your Board believes that the 15 percent threshold for special meetings remains appropriate.,0,0,0,0,0,1,0,0,0,269
Shell: how long-term price assumptions impacted by climate change could affect asset values and impairment estimates.,1,0,0,0,0,1,0,0,0,350
"The city of Richmond filed a lawsuit against Chevron for health impacts, economic losses, and environmental harm, citing its lapses in maintenance and disregard for public safety.",1,0,0,1,0,0,1,0,0,193
The report should summarize the outcome of any efforts to directly measure methane emissions by the Company;,0,0,1,0,0,0,0,0,0,588
"In 2019, 30% of U.S. methane emissions from human activities came from natural gas and petroleum systems, from venting, flaring, and leaking.",1,0,0,0,0,0,0,0,0,578
Each contribution is reported in its applicable jurisdiction.,0,0,0,0,0,1,0,0,0,42
Your Board believes that Chevron’s actions and reporting are appropriate and that the Company’s strategy and method for setting emissions intensity reduction metrics effectively position Chevron to address future opportunities and risks.,0,0,1,0,0,1,0,0,0,342
"An Ecuadorian court issued a $9.5 billion judgment against Chevron for its legacy Texaco operations in Ecuador, which historically disposed of billions of gallons of toxic waste into waterways, impacting over 30,000 indigenous peoples.",1,0,0,1,0,0,1,0,0,191
"For example, Chevron spent $35,124,804 lobbying in California from 2010 – 2018.",0,0,0,0,1,0,0,0,0,406
"We therefore support the Company to set emission reduction targets for all emissions: the emissions of the company’s operations and the emissions of its energy products (Scope 1, 2, and 3).",0,0,1,0,0,1,0,0,0,528
"Chevron faced a $160 million settlement and is required to take nationwide safety and chemical accident prevention measures following repeated violations of the Clean Air Act from chemical releases, deadly explosions, and fires.",1,0,0,1,0,0,0,0,0,192
Your Board believes in having members with a diverse set of experiences to enable the full Board to effectively oversee the Company.,0,0,0,0,0,1,0,0,1,90
"The tribunal concluded that as a matter of international law, the judgment “should not be recognised or enforced by the courts of other States.”",0,0,0,0,1,0,0,0,0,486
“Indirect lobbying” is lobbying engaged in by a trade association or other organization of which Chevron is a member.,0,0,0,0,1,0,0,0,0,7
"Chevron’s Corporate Sustainability Report describes how we are living up to our commitments to diversity and inclusion, human rights, creating prosperity and sustainable development goals.",0,0,1,0,0,1,0,0,1,648
"Chevron has, for many years now, provided significant disclosure on its lobbying activities and expenditures and has a practice of periodically evaluating and improving the scope and quality of disclosure.",0,0,0,0,0,1,0,0,0,445
"In addition, dozens of oil workers in Myanmar have petitioned oil companies to suspend payments to the ruling junta.",0,0,0,0,0,0,0,0,1,608
"Chevron believes in establishing metrics on an equity-basis, per commodity, and on an intensity basis, up to the point of sale, in a verifiable, tradable manner to transparently measure the efficiency of production for each product.",0,0,0,0,0,1,0,0,0,388
"3. Enabling customers to lower their emissions through increasing our renewable products, offering offsets, and investing in low-carbon technologies.",0,0,1,0,0,1,0,0,1,335
"For longer-term scenarios, Chevron routinely uses external views to both inform and challenge its internal analysis.",0,0,0,0,0,1,0,0,0,362
Chevron views the assessment of direct methane emissions measurement discussed in the “Resolved” section of the Proposal as largely consistent with our current and ongoing efforts to address Scope 1 emissions.,0,0,1,0,0,1,0,0,0,593
Chevron’s By-Laws permit stockholders owning 15 percent of Chevron’s outstanding common stock to call for a special meeting.,0,0,0,0,1,0,0,0,0,507
"A recent report, Chevron’s Global Destruction,1 documents legal actions filed against Chevron and its subsidiaries around the world – providing evidence that Chevron is liable for $50+ billion in legal judgments and seizure claims globally.",0,0,0,1,0,0,1,0,0,655
"In contrast, Chevron appears to prioritize our Company’s financial returns over the impact of climate change on global markets.",1,0,0,1,0,0,0,0,0,378
"Policy decisions can significantly affect Chevron’s strategies, capital investments, operations and, ultimately, stockholder value.",0,0,0,0,1,0,0,0,0,117
"For example, Chevron Phillips Chemical has incorporated weather-related scenarios into both the Process Hazard Analysis and the Layer of Protection Analysis in new facility design.",0,0,1,0,0,0,0,0,0,173
This approach can best incentivize the most efficient and cost-effective emissions reductions while providing support to impacted communities and creating a level playing field that maintains economic competitiveness.,0,0,1,0,0,0,0,0,0,126
"Finally, plaintiffs’ recognition and enforcement proceedings outside Ecuador have failed in every jurisdiction in which they have been attempted to date, including Argentina, Brazil and Canada.",0,0,0,0,0,1,0,0,0,304
Perhaps the most pressing issue is the ongoing effort by Ecuadorian communities to enforce a $9.5 billion judgment against Chevron for devastating oil pollution (the “Ecuadorian Judgment”).,0,0,0,0,0,0,1,0,0,656
Chevron’s By-Laws currently contain two important limitations. A special meeting cannot be called (1) if the Board has already called or will call an Annual Meeting of stockholders for the same purpose specified in the special meeting request or (2) if an annual or special meeting was held not more than 12 months before the request for a special meeting was received and included the purpose specified in the special meeting request.,0,0,0,0,0,1,0,0,0,511
"The Myanmar military has a long history of egregious human rights abuses, particularly against ethnic minorities.",0,0,0,0,0,0,1,0,0,602
Your Board believes that the additional report called for by the proposal is neither necessary nor an appropriate way to ensure the Company meets its social and environmental responsibilities.,1,0,0,1,0,0,1,0,0,224
"In addition, the company discloses a full list of trade associations with annual dues of more than $100,000 wherein a portion of the dues may be used for lobbying.",0,0,0,0,0,1,0,0,0,114
"They use this opportunity to discuss any matters they deem appropriate, including evaluation of senior management, CEO and management succession, Chevron’s operating and financial performance and returns to stockholders, and Board priorities, among others.",0,0,0,0,0,1,0,0,0,478
"In September 2020, the District Court of The Hague upheld the award, highlighting that Ecuador acknowledges that the Ecuadorian judgment is fraudulent (“[t]he fraudulent character of the judgment and the proceedings preceding it is common ground between [Chevron and Ecuador]”), a fact Ecuador also admitted in a public filing with the Office of the United States Trade Representative in July 2020 (referring to the Ecuadorian judgment as “fraudulent”).",0,0,0,0,0,1,0,0,0,487
Chevron addresses Scope 3 emissions by taking the following actions:,0,0,1,0,0,0,0,0,0,332
Climate-related tort claims and similar litigation against Chevron are mounting.,1,0,0,1,0,0,0,0,0,282
"Chevron has published a climate risk scenario report and attempted to reduce capital spending; however, investor concerns remain because:",0,0,1,0,0,1,0,0,0,280
"Additionally, in 2020, BP, Shell and Total reviewed their 2019 financial accounting practices in light of the accelerating low-carbon energy transition.",0,1,0,0,0,1,0,0,0,352
"Impacts on communities may also result in litigation, project delays, and costly fines.",0,0,0,1,0,0,1,0,0,190
"In 2019, stockholders representing 92 percent of the votes cast opposed a similar proposal to create a Board Committee on climate change.",0,0,0,1,0,0,0,0,0,68
"He later recanted essential portions of his testimony and admitted receiving payment from Chevron, and that Chevron’s law firm – Gibson Dunn & Crutcher – had coached him before testifying in 50+ meetings.",0,0,0,1,0,0,0,0,0,664
At times locations where we operate experience civil unrest and challenging conditions.,0,0,0,0,0,0,0,1,0,614
"According to EPA data, Chevron ranks 73d of U.S. top 100 oil and gas producers, with a methane intensity of 0.08%.",0,0,0,0,1,0,0,0,0,586
Chevron’s Board of Directors and each of the governing bodies that assist the Board in its oversight of climate change issues meet several times per year.,0,0,0,0,0,1,0,0,0,72
We are concerned that Chevron’s lack of disclosure presents reputational risks when its lobbying contradicts company public positions.,0,0,0,1,0,0,0,0,0,413
"Resolved, Shareholders request the Board of Directors commission an independent third-party report, at reasonable cost and omitting proprietary information, evaluating the effectiveness of Chevron’s efforts to prevent, mitigate and remedy actual and potential human rights impacts of its operations.",0,0,0,0,0,1,0,0,1,180
"If the Board has already called or will call an Annual Meeting of Stockholders for the same purpose specified in the special meeting request, or",0,0,0,0,1,0,0,0,0,671
"Chevron does so by engaging with policymakers and expressing its views on pending policy proposals, by engaging in direct and indirect lobbying, and by participating in a diverse range of business and policy organizations that advocate positions supporting free markets and responsible energy legislation and regulation.",0,0,0,0,0,1,0,0,0,120
